Title;Category;Rating;Price;Duration;Skills;Number of viewers;Instructors;Language;Site;Course Type;Courses
Managing Network Security;Information Technology;4,7;0,0;15,0;Wireless Security,Intrusion Detection System,Firewall (Computing),Computer Network,;194;Herbert J. Mattord, Ph.D., CISM, CISSP, CDP;English;Coursera;Course;Unkown
Digital Transformation;Business;4,8;0,0;14,0;Technology Disruption,Digital Trends,Competitive Lifecycle,Digital Strategy,Strategic Management,;5;Michael Lenox;English;Coursera;Course;Unkown
Programming for the Internet of Things Project;Physical Science and Engineering;4,7;0,0;6,0;Arduino,Python Programming,Internet Of Things (IOT),Raspberry Pi,;866;Ian Harris;English;Coursera;Course;Unkown
Twitter, LinkedIn, and YouTube Marketing;Business;4,4;0,0;11,0;Use LinkedIn Campaign Manager to optimize B2B advertising campaigns,Set up a YouTube channel,Use Ads Manager to create and optimize Twitter ads,Use social selling tactics to connect and engage with prospects,Build a personal brand on LinkedIn,;36;Digital Marketing Institute;English;Coursera;Course;Unkown
Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ;Business;4,7;0,0;66,0;Unknown;45;Prof. Yvonne Cafik Harrison, PhD;English;Coursera;Course;Unkown
Statistics for Genomic Data Science;Data Science;4,2;0,0;9,0;Statistics,Data Analysis,R Programming,Biostatistics,;334;Jeff Leek, PhD;English;Coursera;Course;Unkown
Getting Started with Go;Computer Science;4,6;0,0;10,0;Unknown;2;Ian Harris;English;Coursera;Course;Unkown
Exploratory Data Analysis for Machine Learning;Data Science;4,6;0,0;14,0;Artificial Intelligence (AI),Machine Learning,Feature Engineering,Statistical Hypothesis Testing,Exploratory Data Analysis,;1;Joseph Santarcangelo;English;Coursera;Course;Unkown
Introduction to Typography;Arts and Humanities;4,8;0,0;8,0;Creativity,Adobe Illustrator,History,Graphics,Adobe Indesign,;5;Anther Kiley;English;Coursera;Course;Unkown
The Measure Phase for the 6 σ Black Belt;Business;4,3;0,0;22,0;Unknown;18;Lois A. Jordan;English;Coursera;Course;Unkown
Taxation of Business Entities I: Corporations;Business;4,7;0,0;32,0;Unknown;209;Michael P Donohoe, PhD, CPA;English;Coursera;Course;Unkown
Gestión con enfoque en riesgos en proyectos de desarrollo;Social Sciences;5,0;0,0;14,0;Gestión de proyectos,Gestión de riesgos,Análisis e identificación de riesgos,Priorización de riesgos,Planificación estratégica,;27;Claudia Useche;Spanish;Coursera;Course;Unkown
Roadmap to Success in Digital Manufacturing & Design ;Physical Science and Engineering;4,7;0,0;18,0;Unknown;256;Amy Moore;English;Coursera;Course;Unkown
Economics and Policies of Climate Change;Social Sciences;4,5;0,0;10,0;"Understand the likely impacts on the real economy of the different courses of actions ahead of us,Evaluate projects on a portfolio basis the economic attractiveness of various abatement projects,Assess critically the economic desirability of different technologically feasible abatement technologies,Understand the various policy approaches involved in the transition to a low carbon economy including in particular ""cap & trade"" carbon markets,";37;LIONEL MARTELLINI -EDHEC BUSINESS SCHOOL;English;Coursera;Course;Unkown
Medical Terminology III;Health;4,8;0,0;15,0;Unknown;37;Laura S. Kabiri;English;Coursera;Course;Unkown
IELTS Listening and Speaking Sections Skills Mastery;Language Learning;4,5;0,0;6,0;Unknown;356;Jay Daniyarova;English;Coursera;Course;Unkown
Advanced Styling with Responsive Design;Computer Science;4,7;0,0;12,0;Bootstrap (Front-End Framework),Responsive Web Design,JavaScript,Cascading Style Sheets (CSS),;4;Colleen van Lent, Ph.D.;English;Coursera;Course;Unkown
Design and Build a Data Warehouse for Business Intelligence Implementation;Data Science;4,6;0,0;13,0;Data Warehousing,Microstrategy,Data Warehouse,SQL,;271;Michael Mannino;English;Coursera;Course;Unkown
Building High-Performing Teams;Business;4,8;0,0;12,0;Team Building,Leadership,Emotional Intelligence,Team Management,;297;Derek Newberry, Ph.D.;English;Coursera;Course;Unkown
Supply Chain Optimization;Business;4,7;0,0;8,0;Unknown;45;Paul Jan;English;Coursera;Course;Unkown
The Data Science of Health Informatics;Health;4,6;0,0;10,0;Data Science,Database (DBMS),Data Analysis,Health Informatics,data querying,;178;Hadi H. K. Kharrazi, MD, Ph.D;English;Coursera;Course;Unkown
Statistics for International Business;Business;3,8;0,0;10,0;Unknown;281;George Kapetanios;English;Coursera;Course;Unkown
Business Transformation with Google Cloud;Business;4,7;0,0;11,0;Organizational Culture,Business Transformation,Business Value,Business Strategy,Business Case Analysis,;1;Google Cloud Training;English;Coursera;Course;Unkown
Introduction to Big Data;Data Science;4,6;0,0;17,0;Big Data,Apache Hadoop,Mapreduce,Cloudera,;10;Ilkay Altintas;English;Coursera;Course;Unkown
Financing for Startup Businesses;Business;4,5;0,0;6,0;Startup Company,Microsoft Excel,Venture Capital Financing,Venture Capital,Finance,;196;Manju Puri;English;Coursera;Course;Unkown
Value-Based Care: Quality Improvement in Organizations;Health;4,8;0,0;5,0;Health Education,value-based healthcare,Quality Improvement,Public Health,Health Care,;16;Susie Gronseth;English;Coursera;Course;Unkown
Artificial Intelligence and legal issues;Computer Science;4,8;0,0;3,0;Unknown;12;Annamaria Italiano;English;Coursera;Course;Unkown
Work Smarter, Not Harder: Time Management for Personal & Professional Productivity;Business;4,5;0,0;10,0;Task Management,Management,Planning,Plan,;14;Margaret  Meloni,  MBA, PMP;English;Coursera;Course;Unkown
Evaluating User Interfaces;Computer Science;4,7;0,0;11,0;User Research,Heuristic Evaluation,User Interface Design (UI Design),User Interface,;255;Loren Terveen;English;Coursera;Course;Unkown
Decentralized Finance (DeFi) Infrastructure;Business;4,8;0,0;6,0;Cryptography,Smart Contract,Decentralized Protocols,governance,Blockchain Mechanics,;1;Cam Harvey;English;Coursera;Course;Unkown
Machine Learning Algorithms with R in Business Analytics;Business;4,6;0,0;13,0;clustering,regression,R Programming,classification,prediction,;17;Ronald Guymon;English;Coursera;Course;Unkown
FinTech Risk Management;Business;4,7;0,0;15,0;Unknown;173;Garvin Percy DIAS;English;Coursera;Course;Unkown
Google Docs;Information Technology;4,8;0,0;2,0;Unknown;148;Google Cloud Training;English;Coursera;Course;Unkown
Startup Valuation Methods;Business;4,4;0,0;6,0;Valuation (Finance),Startup Company,Cash Flow Analysis,Entrepreneurship,Finance,;648;Manuel Adelino;English;Coursera;Course;Unkown
Research Instruments and Research Hypotheses;Business;4,7;0,0;20,0;Refine research instruments,Basic data analysis approaches,Manage the development and use of different research instruments,Familiarise with the elements of a research report,Construct and refine measurements,;45;Athanasia Lampraki;English;Coursera;Course;Unkown
C Programming: Getting Started - 1;Computer Science;4,6;0,0;11,0;computer programs/algorithms,Computer Programming,C Programming,;97;Rémi SHARROCK;English;Coursera;Course;Unkown
Algebra: Elementary to Advanced - Functions & Applications;Math and Logic;4,8;0,0;5,0;Unknown;99;Joseph W. Cutrone, PhD;English;Coursera;Course;Unkown
Build personal resilience;Business;4,8;0,0;17,0;Unknown;873;Dr Alena Soboleva;English;Coursera;Course;Unkown
Google Drive;Information Technology;4,8;0,0;2,0;Unknown;141;Google Cloud Training;English;Coursera;Course;Unkown
Supply Chain Planning;Business;4,7;0,0;13,0;Forecasting,Microsoft Excel,Planning,Demand Forecasting,;2;Rudolf Leuschner, Ph.D.;English;Coursera;Course;Unkown
Cyber Attack Countermeasures;Computer Science;4,8;0,0;19,0;Cybersecurity,Cryptography,Public-Key Cryptography,;627;Dr. Edward G. Amoroso;English;Coursera;Course;Unkown
Foundations of Business Strategy;Business;4,8;0,0;9,0;Capabilities Analysis,Business Strategy,Competitive Position,Strategic Analysis,Industry Structure,;2;Michael Lenox;English;Coursera;Course;Unkown
Intermediate Grammar Project;Language Learning;4,7;0,0;24,0;Unknown;139;Tamy Chapman;English;Coursera;Course;Unkown
Data Structures;Computer Science;4,6;0,0;24,0;Binary Search Tree,Priority Queue,Hash Table,Stack (Abstract Data Type),List,;5;Neil Rhodes;English;Coursera;Course;Unkown
JSON and Natural Language Processing in PostgreSQL;Computer Science;4,6;0,0;16,0;Unknown;105;Charles Russell Severance;English;Coursera;Course;Unkown
Positive Psychology: Applications and Interventions;Health;4,8;0,0;16,0;Character Strengths And Virtues,goal setting,Positive Psychology,Savoring,;1;James Pawelski, Ph.D.;English;Coursera;Course;Unkown
Data Science in Real Life;Data Science;4,4;0,0;7,0;Statistics,Data Science,Data Analysis,Data Management,;2;Brian Caffo, PhD;English;Coursera;Course;Unkown
Simple Regression Analysis in Public Health ;Health;4,7;0,0;13,0;P-Value,Proportional Hazards Model,Confounding,regression,;342;John McGready, PhD, MS;English;Coursera;Course;Unkown
Managing Cybersecurity Incidents and Disasters;Information Technology;4,8;0,0;14,0;Business Continuity,Disaster Recovery,Incident response planning,;196;Herbert J. Mattord, Ph.D., CISM, CISSP, CDP;English;Coursera;Course;Unkown
Digital Fashion Industry;Business;4,8;0,0;16,0;Blockchain,Digital Fashion Design,Fashion E-Commerce,Artificial Intelligence (A.I.),3D Fashion Design,;30;Sean Chiles;English;Coursera;Course;Unkown
Salesforce Capstone: Organization Integration;Business;4,9;0,0;7,0;Data Management,Cloud Integration,Data Security,Automation,Cloud Computing,;22;Stephane Muller;English;Coursera;Course;Unkown
Advanced Application Management with Red Hat OpenShift;Information Technology;4,5;0,0;13,0;Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,;13;Marek Czernek;English;Coursera;Course;Unkown
International Marketing & Cross Industry Growth Capstone Project  ;Business;4,7;0,0;10,0;Unknown;55;Dae Ryun Chang;English;Coursera;Course;Unkown
Project Planning and Execution;Business;4,7;0,0;26,0;Project Planning,Engineering management,budget management,Risk Management,Project Management,;31;Christy Bozic, PhD, PMP;English;Coursera;Course;Unkown
Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System;Health;4,8;0,0;6,0;Quality Measures,value-based healthcare,Healthcare Quality,Patient Care,Health Insurance,;128;Lechauncy Woodard;English;Coursera;Course;Unkown
Patent Law;Social Sciences;4,8;0,0;10,0;Innovation,Business Strategy,Reading a Patent,Competition,;215;R. Polk Wagner;English;Coursera;Course;Unkown
Meeting Investors' Goals;Business;4,8;0,0;8,0;Portfolio Construction,Investment Style,Cognitive Bias,Investment,;1;University of Geneva- Tony Berrada;English;Coursera;Course;Unkown
Fundraising and Development Foundations;Business;4,7;0,0;16,0;Unknown;240;Angela Joens;English;Coursera;Course;Unkown
Clinical Data Models and Data Quality Assessments;Data Science;4,2;0,0;17,0;Unknown;55;Laura K. Wiley, PhD;English;Coursera;Course;Unkown
Combinatorics and Probability;Computer Science;4,6;0,0;23,0;Random Variable,Probability Interpretations,Probability,Combinatorics,;812;Владимир Подольский;English;Coursera;Course;Unkown
Graph Analytics for Big Data;Data Science;4,3;0,0;13,0;Graph Theory,Neo4j,Analytics,Graph Database,;1;Amarnath Gupta;English;Coursera;Course;Unkown
La gestión de los riesgos y la administración de los cambios en el proyecto;Business;4,8;0,0;7,0;Project Management,Risk Management,Microsoft Project,Project Risk Management,;1;Dr. Filiberto González Hernández;Spanish;Coursera;Course;Unkown
Natural Language Processing with Probabilistic Models;Data Science;4,7;0,0;31,0;Word2vec,Parts-of-Speech Tagging,N-gram Language Models,Autocorrect,;1;Younes Bensouda Mourri;English;Coursera;Course;Unkown
Robotics: Aerial Robotics;Physical Science and Engineering;4,5;0,0;17,0;Motion Planning,Robotics,Quadcoper,Matlab,;2;Vijay Kumar;English;Coursera;Course;Unkown
Introduction to Java and Object-Oriented Programming;Computer Science;4,3;0,0;19,0;Java Tools,Unit Testing,Java Programming,Object-Oriented Programming (OOP),Java Syntax,;171;Brandon Krakowsky;English;Coursera;Course;Unkown
Credential Access, discovery, lateral movement & collection;Information Technology;4,7;0,0;4,0;Unknown;29;Howard Poston;English;Coursera;Course;Unkown
SQL for Data Science Capstone Project;Data Science;4,2;0,0;35,0;Presentation Skills,Data Analysis,SQL,creating metrics,Exploratory Data Analysis,;184;Don Noxon;English;Coursera;Course;Unkown
Comparing Genes, Proteins, and Genomes (Bioinformatics III);Health;4,7;0,0;22,0;Bioinformatics,Graph Theory,Bioinformatics Algorithms,Python Programming,;127;Pavel  Pevzner;English;Coursera;Course;Unkown
Introduction to Systems Biology;Health;4,2;0,0;19,0;Unknown;535;Ravi Iyengar, PhD;English;Coursera;Course;Unkown
Linux Server Management and Security;Information Technology;4,6;0,0;13,0;Unknown;855;Greg Williams;English;Coursera;Course;Unkown
A Blueprint for Success – Your Video Pre-Production;Personal Development;4,7;0,0;11,0;Video Editing,Linear Editing,Video Production,video pre-production,;45;Emilie Johnson;English;Coursera;Course;Unkown
Leading Organizations;Business;4,7;0,0;22,0;Unknown;282;Valérie Gauthier;English;Coursera;Course;Unkown
Applied Text Mining in Python;Data Science;4,2;0,0;25,0;Natural Language Toolkit (NLTK),Text Mining,Python Programming,Natural Language Processing,;3;V. G. Vinod Vydiswaran;English;Coursera;Course;Unkown
Launch Strategy: 5 Steps to Capstone Experience;Business;4,8;0,0;24,0;Unknown;103;Ken Szymusiak;English;Coursera;Course;Unkown
Google Cloud Fundamentals: Core Infrastructure;Information Technology;4,7;0,0;8,0;Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,;46;Google Cloud Training;English;Coursera;Course;Unkown
3D Printing Hardware;Business;4,1;0,0;31,0;Unknown;92;Matthew Griffin;English;Coursera;Course;Unkown
Design Thinking: Ideas to Action;Business;4,5;0,0;13,0;Strategic Thinking,Innovation,Innovation Management,Design Thinking,;11;Jeanne M. Liedtka;English;Coursera;Course;Unkown
Construction Scheduling;Business;4,8;0,0;21,0;Schedule,Linear Scheduling Method,Program Evaluation And Review Technique (PERT),Critical Path Method,;1;Ibrahim Odeh, Ph.D., MBA;English;Coursera;Course;Unkown
Introduction to User Experience Principles and Processes;Computer Science;4,8;0,0;11,0;Unknown;1;Mark Newman;English;Coursera;Course;Unkown
Explore Core Data Concepts in Microsoft Azure;Information Technology;4,8;0,0;8,0;Microsoft Azure,Data Management,Data Storage,Data Concepts,;271;Microsoft;English;Coursera;Course;Unkown
Computational Methods in Pricing and Model Calibration;Business;4,0;0,0;23,0;Interest Rate,model calibration,product pricing,option,;13;Garud Iyengar;English;Coursera;Course;Unkown
Google Meet;Information Technology;4,9;0,0;2,0;Unknown;94;Google Cloud Training;English;Coursera;Course;Unkown
Fundamentals of Finance;Business;4,8;0,0;10,0;Manage Expense Control,Analyze Financial Statements,Create a Forecast,Identify Capital Resources,Effective Use of Labor,;52;Marla Noel;English;Coursera;Course;Unkown
Sustainable Business: Big Issues, Big Changes;Business;4,7;0,0;11,0;Unknown;87;John Byrd;English;Coursera;Course;Unkown
Software Product Management Capstone;Computer Science;4,8;0,0;19,0;Agile Software Development,Software Product Management,Software Project Management,Scrum (Software Development),;938;Kenny Wong;English;Coursera;Course;Unkown
Strategic Procurement and Sourcing Conclusions;Business;4,8;0,0;3,0;Unknown;130;Don Klock;English;Coursera;Course;Unkown
Data Visualization with Advanced Excel;Data Science;4,8;0,0;15,0;Dashboard (Business),Microsoft Excel,Data Virtualization,Data Visualization (DataViz),;2;Alex Mannella;English;Coursera;Course;Unkown
Object-Oriented Hierarchies in Java;Computer Science;4,7;0,0;20,0;Recursively Enumerable Set,Java Compiler,Javac,Java Programming,;129;Evan Bergman;English;Coursera;Course;Unkown
Developing Cloud Native Applications;Computer Science;4,1;0,0;17,0;Devops,NoSQL,Git (Software),Cloud Infrastructure,Json,;246;Upkar Lidder;English;Coursera;Course;Unkown
